"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
13C0001037,KOOTENAI OUTPATIENT SURGERY,707 WEST IRONWOOD DR,COEUR D ALENE,ID,83814,,(308) 625-6428,99,1,0,99,93,6,1,96,90,9,1,95,86,13,1,95,,1683,490,29,07/01/2023,06/30/2024
13C0001064,IDAHO PHYSICAL MEDICINE AND REHABILITATION PA,3551 EAST OVERLAND RD,MERIDIAN,ID,83642,,(208) 287-6558,98,2,0,99,94,5,1,97,89,8,3,96,86,10,4,93,,986,251,25,07/01/2023,06/30/2024
14C0001030,RIVER NORTH SAME DAY SURGERY LLC,1 EAST ERIE ST SUITE 300,CHICAGO,IL,60611,,(312) 649-9706,,,,,,,,,,,,,,,,,4,,,,,
14C0001037,MIDWEST EYE CENTER,1700 EAST WEST RD,CALUMET CITY,IL,60409,,(708) 891-3330,,,,,,,,,,,,,,,,,4,,,,,
14C0001041,NORTH SHORE SAME DAY SURGERY DBA NORTH SHORE SURGICAL CENTER,3427 WEST TOUHY AVE,LINCOLNWOOD,IL,60712,,(847) 324-7770,94,5,1,96,93,6,1,96,79,16,5,91,76,21,3,90,,1116,384,34,07/01/2023,06/30/2024
14C0001056,QUAD CITY AMBULATORY SURGERY CENTER LLC,"520 VALLEY VIEW DR, SUITE 300",MOLINE,IL,61265,,(309) 762-1952,,,,,,,,,,,,,,,,,4,,,,,
14C0001059,ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,401 ROXBURY RD,ROCKFORD,IL,61107,,(815) 484-7930,98,2,0,99,86,10,4,91,90,8,2,96,90,8,2,96,,1802,374,21,07/01/2023,06/30/2024
14C0001069,ROCKFORD AMBULATORY SURGERY CENTER,1016 FEATHERSTONE RD.,ROCKFORD,IL,61107,,(815) 226-3300,,,,,,,,,,,,,,,,,4,,,,,
14C0001074,EFFINGHAM SURGICAL PARTNERS LLC,904 W. TEMPLE AVE.,EFFINGHAM,IL,62401,,(217) 342-1234,99,1,0,99,96,3,1,98,96,3,1,98,94,6,0,98,2,779,319,41,07/01/2023,06/30/2024
14C0001076,CARLE SURGICENTER,1702 SOUTH MATTIS AVE SUITE 120,CHAMPAIGN,IL,61821,,(217) 326-8513,,,,,,,,,,,,,,,,,4,,,,,
14C0001079,BLOOMINGTON EYE INSTITUTE LLC,1008 N. CENTER ST.,BLOOMINGTON,IL,61701,,(309) 827-2020,,,,,,,,,,,,,,,,,4,,,,,
14C0001083,ORTHOPAEDIC SURGERY CENTER OF ILLINOIS LLC,3136 OLD JACKSONVILLE RD.,SPRINGFIELD,IL,62704,,(217) 547-9132,,,,,,,,,,,,,,,,,4,,,,,
14C0001088,CENTER FOR HEALTH AMBULATORY SURGERY CENTER LLC,8800 STATE RD 91,PEORIA,IL,61615,,(309) 683-4807,97,3,0,99,91,7,2,95,90,8,2,95,87,10,3,94,,3284,759,23,07/01/2023,06/30/2024
14C0001118,MIDLAND SURGICAL CENTER LLC,2120 MIDLANDS CT,SYCAMORE,IL,60178,,(815) 748-0393,,,,,,,,,,,,,,,,,4,,,,,
14C0001124,ORTHOPAEDIC CARE AND SPECIALISTS AT NORTHWESTERN MEDICAL REGIONAL MEDICAL GROUP,27650 FERRY RD,WARRENVILLE,IL,60555,,(630) 225-2663,,,,,,,,,,,,,,,,,4,,,,,
14C0001130,GAILEY EYE SURGERY-DECATUR,646 WEST PERSHING RD,DECATUR,IL,62526,,(217) 875-2600,,,,,,,,,,,,,,,,,4,,,,,
14C0001157,PHYSICIANS SURGERY CENTER AT GOOD SAMARITAN LLC,"2 GOOD SAMARITAN WAY, STE. 200",MOUNT VERNON,IL,62864,,(618) 899-5703,,,,,,,,,,,,,,,,,4,,,,,
14C0001165,HAUSER ROSS AMBULATORY SURGICAL CENTER,2515 KLEIN RD,SYCAMORE,IL,60178,,(815) 756-8574,,,,,,,,,,,,,,,,,4,,,,,
14C0001172,SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,1003 PAWLAK PARKWAY,NEW LENOX,IL,60451,,(815) 717-1740,97,2,1,98,94,5,1,96,91,8,1,96,91,7,2,96,,980,350,36,07/01/2023,06/30/2024
14C0001178,PALOS HEALTH SURGERY CENTER,15300 WEST AVE SUITE 260,ORLAND PARK,IL,60462,,(708) 981-3664,,,,,,,,,,,,,,,,,4,,,,,
15C0001011,SURGICAL CARE CENTER INC,8103 CLEARVISTA PKWY,INDIANAPOLIS,IN,46256,,(317) 842-5173,,,,,,,,,,,,,,,,,4,,,,,
15C0001026,PARKVIEW ORTHO CENTER LLC,11420 PARKVIEW CIR,FORT WAYNE,IN,46845,,(260) 408-2612,,,,,,,,,,,,,,,,,4,,,,,
15C0001027,SURGERY CENTER OF EYE SPECIALISTS OF INDIANA,1901 NORTH MERIDIAN ST,INDIANAPOLIS,IN,46123,,(317) 925-2200,,,,,,,,,,,,,,,,,4,,,,,
15C0001037,SOUTHERN INDIANA SURGERY CENTER,2800 REX GROSSMAN BLVD,BLOOMINGTON,IN,47403,,(812) 333-8969,,,,,,,,,,,,,,,,,4,,,,,
15C0001147,FOUNDATION SURGERY AFFILIATE OF FORT WAYNE LLC DBA PARKVIEW SOUTHWEST SURGERY CENTER,8004 CARNEGIE BLVD,FORT WAYNE,IN,46804,,(260) 434-3600,,,,,,,,,,,,,,,,,4,,,,,
15C0001165,ST FRANCIS MOORESVILLE SURGERY CENTER LLC,1215 HADLEY ROAD SUITE 100,MOORESVILLE,IN,46158,,(317) 835-5800,,,,,,,,,,,,,,,,,4,,,,,
15C0001168,ST FRANCIS MOORESVILLE SURGERY CENTER LLC,1215 HADLEY RD. STE. 100,MOORESVILLE,IN,46158,,(317) 834-9900,,,,,,,,,,,,,,,,,4,,,,,
15C0001169,BLOOMINGTON ASC LLC DBA INDIANA SPECIALTY SURGERY CENTER,1380 WEST ARCH HAVEN AVE,BLOOMINGTON,IN,47408,,(812) 330-1164,98,2,0,99,92,6,2,95,92,8,0,96,93,7,0,97,,705,265,38,07/01/2023,06/30/2024
15C0001174,METRO SPECIALTY SURGERY CENTER LLC,"200 MISSOURI AVE, STE. A",JEFFERSONVILLE,IN,47130,,(812) 920-0055,97,3,0,99,91,7,2,95,89,11,0,96,89,10,1,96,,852,219,26,07/01/2023,06/30/2024
15C0001181,COLUMBUS SPECIALTY SURGERY CENTER LLC,2425 NORTHPARK DR. STE 20,COLUMBUS,IN,47203,,(813) 657-7800,96,3,1,97,89,9,2,94,83,14,3,92,82,16,2,93,,937,251,27,07/01/2023,06/30/2024
15C0001182,CARMEL SPECIALTY SURGERY CENTER,11590 NORTH MERIDIAN ST SUITE 130,CARMEL,IN,46032,,(317) 660-0260,98,2,0,99,91,7,2,94,91,7,2,96,88,11,1,96,,930,329,35,07/01/2023,06/30/2024
15C0001184,MUNSTER SPECIALTY SURGERY CENTER,9200 CALUMET AVE SUITE S100,MUNSTER,IN,46321,,(219) 595-0789,98,2,0,99,93,5,2,96,90,9,1,96,88,11,1,96,,787,251,32,07/01/2023,06/30/2024
15C0001186,MIDWEST SPECIALTY SURGERY CENTER LLC,6920 GATWICK DR STE 100,INDIANAPOLIS,IN,46241,,(317) 821-0000,99,1,0,99,93,6,1,96,93,7,0,98,95,5,0,98,,404,190,47,07/01/2023,06/30/2024
15C0001188,NORTHWEST REGIONAL SURGERY CENTER LLC,"8900 BROADWAY, SUITE 100W",MERRILLVILLE,IN,46410,,(219) 576-6260,98,2,0,99,93,6,1,96,91,7,2,96,84,14,2,94,,930,307,33,07/01/2023,06/30/2024
15C0001190,ADVANCED REGIONAL SURGERY CENTER LLC,"360 MISSOURI AVE, 19A, SUITE 102",JEFFERSONVILLE,IN,47130,,(817) 722-1480,97,3,0,99,92,6,2,95,86,12,2,94,81,17,2,93,,1180,263,22,07/01/2023,06/30/2024
15C0001194,THE CENTER FOR MINIMALLY INVASIVE SURGERY,9200 CALUMET AVE SUITE S200,MUNSTER,IN,46321,,(219) 961-9621,,,,,,,,,,,,,,,,,4,,,,,
15C0001197,SURGERY CENTER OF EYE SPECIALISTS OF INDIANA PC,1950 W 86TH ST,INDIANAPOLIS,IN,46260,,(317) 925-2200,,,,,,,,,,,,,,,,,4,,,,,
15C0001202,GREAT LAKES SURGICAL SUITES LLC DBA GREAT LAKES SURGICAL SUITES,9200 CALUMET AVE SUITE N500,MUNSTER,IN,46321,,(219) 513-9955,96,4,0,98,91,7,2,95,85,11,4,93,84,13,3,93,,715,239,33,07/01/2023,06/30/2024
15C0001212,SOUTH SUBURBAN SURGICAL SUITES,9200 CALUMET AVENUE SUITE E-100,MUNSTER,IN,46321,,(000) 000-0000,96,4,0,98,89,9,2,94,84,13,3,94,81,15,4,92,,983,233,24,07/01/2023,06/30/2024
15C0001214,FRANCISCAN LAKESHORE ASC LLC,12800 MISSISSIPPI PARKWAY PARVILION C,CROWN POINT,IN,46307,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
15C0001218,LANDMARK SURGICAL SUITES LLC,2990 GOTTBRATH PARKWAY,JEFFERSONVILLE,IN,47130,,(502) 553-4999,,,,,,,,,,,,,,,,,4,,,,,
16C0001027,CROW VALLEY SURGERY CENTER,"2300- 53RD AVE, STE.",BETTENDORF,IA,52722,,(563) 449-8988,,,,,,,,,,,,,,,,,4,,,,,
16C0001034,MERCY SURGERY CENTER LLC,1195 BOYSON RD SUITE 3,HIAWATHA,IA,52233,,(319) 369-4764,98,2,0,99,93,6,1,96,91,8,1,96,88,10,2,95,,1358,476,35,07/01/2023,06/30/2024
17C0001054,SHAWNEE MISSION SURGERY CENTER LLC,"9301 W. 74TH ST., STE. 300",SHAWNEE MISSION,KS,66204,,(913) 632-9330,,,,,,,,,,,,,,,,,4,,,,,
17C0001082,SHAWNEE MISSION PRAIRIE STAR SURGERY CENTER LLC,"23401 PRAIRIE STAR PARKWAY, STE. B200",LENEXA,KS,66227,,(913) 676-8556,,,,,,,,,,,,,,,,,4,,,,,
17C0001083,EPIC SURGERY CENTER,11261 NALL AVE SUITE 200,LEAWOOD,KS,66211,,(913) 671-3290,98,2,0,99,90,8,2,94,92,7,1,96,87,12,1,95,,816,302,37,07/01/2023,06/30/2024
17C0001103,SAINT LUKES SOUTH PAIN MANAGEMENT CENTER LLC,7651 WEST 159TH STREET,OVERLAND PARK,KS,66223,,(913) 323-9060,97,3,0,98,84,12,4,90,92,7,1,96,88,10,2,95,,1127,348,31,07/01/2023,06/30/2024
18C0001024,HEAD AND NECK SURGERY ASSOCIATES PSC DBA CENTER FOR SURGICAL CARE,7575 US 42,FLORENCE,KY,41042,,(859) 283-6050,,,,,,,,,,,,,,,,,4,,,,,
19C0001010,EYE CARE SURGERY CENTER INC,10423 OLD HAMMOND HWY,BATON ROUGE,LA,70816,,(225) 932-0070,,,,,,,,,,,,,,,,,4,,,,,
19C0001053,METAIRIE OPHTHALMOLOGY ASC LLC,3900 VETERANS BLVD. #100,METAIRIE,LA,70002,,(504) 455-1550,96,3,1,98,90,8,2,94,85,12,3,93,86,13,1,95,,1226,328,27,07/01/2023,06/30/2024
19C0001085,LAKE AMBULATORY SURGERY CTR,7145 PERKINS RD,BATON ROUGE,LA,70808,,(225) 408-5548,98,2,0,99,93,6,1,96,90,8,2,95,91,8,1,96,2,993,231,23,07/01/2023,06/30/2024
19C0001089,LAFAYETTE SURGERY CENTER LIMITED PARTNERSHIP,"4630 AMBASSADOR CAFFERY PKY, SUITE 101",LAFAYETTE,LA,70508,,(337) 993-1193,,,,,,,,,,,,,,,,,4,,,,,
19C0001109,CHRISTUS CABRINI SURGERY CENTER LLC,3436 MASONIC DR.,ALEXANDRIA,LA,71301,,(318) 427-6500,99,1,0,99,96,3,1,98,96,4,0,98,94,6,0,98,,1160,346,30,07/01/2023,06/30/2024
19C0001110,BAYOU REGION SURGICAL CENTER,604 NORTH ACADIA RD SUITE 300,THIBODAUX,LA,70301,,(985) 449-1244,,,,,,,,,,,,,,,,,4,,,,,
19C0001129,ADVANCED SURGERY CENTER OF METAIRIE LLC,720 VETERANS MEMORIAL BLVD SUITE 100,METAIRIE,LA,70005,,(504) 293-4953,92,6,2,95,89,9,2,93,83,12,5,92,78,18,4,91,,846,195,23,07/01/2023,06/30/2024
19C0001130,ADVANCED SURGERY CENTER OF NORTHERN LOUISIANA LLC,1601 LOUISVILLE AVE,MONROE,LA,71201,,(318) 998-5555,98,2,0,99,90,8,2,94,89,10,1,95,89,10,1,96,,1134,334,29,07/01/2023,06/30/2024
19C0001133,OIL CENTER SURGICAL PLAZA,1000 WEST PINHOOK,LAFAYETTE,LA,70503,,(337) 571-0600,99,1,0,99,96,3,1,98,91,7,2,96,90,8,2,96,,869,333,38,07/01/2023,06/30/2024
19C0001142,CARDIOVASCULAR INSTITUTE OF THE SOUTH ASC LLC,191 INNOVATION COURT SUITE B,GRAY,LA,70359,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
20C0001012,INTERMED PA DBA GENERATIONS,84 MARGINAL WAY SUITE 1000,PORTLAND,ME,04101,,(207) 347-2898,99,1,0,100,95,4,1,97,98,1,1,98,94,5,1,98,,812,227,28,07/01/2023,06/30/2024
21C0001043,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC.,10810 CONNECTICUT AVE,KENSINGTON,MD,20895,,(301) 816-7284,98,2,0,99,95,4,1,97,91,7,2,96,88,8,4,94,,2048,753,37,07/01/2023,06/30/2024
21C0001063,CLINICAL ASSOCIATES PA DBA CLINICAL ASSOCIATES ASC,515 FAIRMOUNT AVE SUITE 100A,TOWSON,MD,21286,,(410) 494-1315,94,5,1,96,88,10,2,93,76,22,2,91,77,19,4,90,3,1117,62,6,07/01/2023,06/30/2024
21C0001082,SUMMIT AMBULATORY SURGICAL CENTER LLC,"12435 PARK POTOMAC AVENUE, SUITE 410",ROCKVILLE,MD,20854,,(000) 000-0000,97,3,0,99,91,8,1,95,89,9,2,95,81,18,1,93,,1341,307,23,07/01/2023,06/30/2024
21C0001142,COLUMBIA UROLOGICAL SURGICAL CENTER LLC,"10710 CHARTER DR, STE 140",COLUMBIA,MD,21044,,(410) 772-7019,96,4,0,98,90,9,1,95,84,13,3,93,78,18,4,91,,1230,274,22,07/01/2023,06/30/2024
21C0001145,JOHNS HOPKINS SURGERY CENTER SERIES DBA LUTHERVILLE SURGERY CENTER,10755 FALLS ROAD SUITE 110 B,LUTHERVILLE,MD,21093,,(000) 000-0000,,,,,,,,,,,,,,,,,4,,,,,
21C0001152,SUMMIT AMBULATORY SURGICAL CENTER LLC,"6820 HOSPITAL DR., # 200",BALTIMORE,MD,21237,,(410) 391-6131,97,2,1,98,92,6,2,95,88,9,3,94,85,12,3,93,,1368,291,21,07/01/2023,06/30/2024
21C0001161,DULANEY EYE INSTITUTE,901 DULANEY VALLEY RD SUITE 220,TOWSON,MD,21204,,(410) 583-1000,,,,,,,,,,,,,,,,,4,,,,,
21C0001168,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3407 WILKENS AVE., # 200",BALTIMORE,MD,21229,,(410) 644-0929,95,5,0,97,90,9,1,95,85,11,4,93,75,23,2,91,,1034,248,24,07/01/2023,06/30/2024
21C0001190,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 450",OWINGS MILLS,MD,21117,,(410) 581-8140,96,3,1,97,92,7,1,95,86,12,2,94,83,14,3,92,,1273,292,23,07/01/2023,06/30/2024
21C0001247,SUMMIT AMBULATORY SURGICAL CENTER LLC,"6535 N. CHARLES ST., # 625",BALTIMORE,MD,21204,,(410) 825-5454,95,5,0,97,90,8,2,94,87,10,3,94,82,16,2,93,,1430,332,23,07/01/2023,06/30/2024
21C0001281,SURGERY CENTER OF CHEVY CHASE,"5530 WISCONSIN AVE, SUITE 1620",CHEVY CHASE,MD,20815,,(301) 718-9800,96,3,1,98,90,9,1,94,85,12,3,93,82,16,2,93,,1412,344,24,07/01/2023,06/30/2024
21C0001297,SUMMIT AMBULATORY SURGICAL CENTER LLC,"3333 N. CALVERT ST., # 600",BALTIMORE,MD,21218,,(410) 467-7665,97,3,0,98,97,3,0,99,91,9,0,96,85,14,1,95,3,460,87,19,07/01/2023,06/30/2024
21C0001342,HOWARD COUNTY GASTROINTESTINAL DIAGNOSTIC CTR LLC,"10710 CHARTER DR, STE. 120",COLUMBIA,MD,21044,,(410) 772-7345,,,,,,,,,,,,,,,,,4,,,,,
21C0001351,JOHNS HOPKINS SCS,6420 ROCKLEDGE DR SUITE 2100,BETHESDA,MD,20817,,(443) 442-2700,,,,,,,,,,,,,,,,,4,,,,,
21C0001362,SUMMIT AMBULATORY SURGICAL CENTER LLC,"18109 PRICE PHILIP DR., # 270",SILVER SPRING,MD,20906,,(301) 774-2525,97,2,1,98,88,10,2,93,82,14,4,91,79,18,3,91,,1406,239,17,07/01/2023,06/30/2024
21C0001421,SUMMIT AMBULATORY SURGICAL CENTER LLC,1111 MT HERMON ROAD,SALISBURY,MD,21804,,(000) 000-0000,98,2,0,99,93,5,2,96,89,9,2,95,83,14,3,93,,1198,363,30,07/01/2023,06/30/2024
21C0001445,SUMMIT AMBULATORY SURGICAL CENTER LLC,"21 CROSSROADS DR., # 220",OWINGS MILLS,MD,21117,,(410) 581-1600,96,2,2,97,90,8,2,95,86,12,2,94,86,11,3,94,2,583,105,18,07/01/2023,06/30/2024
21C0001449,RIVA ROAD SURGICAL CENTER LLC,2635 RIVA RD STE. 118,ANNAPOLIS,MD,21401,,(410) 571-9595,98,2,0,99,92,7,1,95,90,8,2,95,88,10,2,95,,1517,502,33,07/01/2023,06/30/2024
21C0001451,JOHNS HOPKINS SURGERY CENTERS SERIES DBA WHITE MARSH SURGERY CENTER SERIES,4924 CAMPBELL BLVD SUITE 250,NOTTINGHAM,MD,21236,,(443) 442-2700,,,,,,,,,,,,,,,,,4,,,,,
21C0001461,SUMMIT AMBULATORY SURGICAL CENTER LLC,"826 WASHINGTON RD., # 215",WESTMINSTER,MD,21157,,(410) 876-1633,97,3,0,98,94,5,1,96,91,9,0,96,89,10,1,96,,1148,315,28,07/01/2023,06/30/2024
21C0001466,UPPER BAY SURGERY CENTER LLC,360 EAST PULASKI HWY SUITE 2A,ELKTON,MD,21921,,(410) 620-3348,98,1,1,99,91,7,2,95,89,9,2,95,91,7,2,96,,1010,285,28,07/01/2023,06/30/2024
21C0001476,SURGCENTER OF GLEN BURNIE LLC,308 HOSPITAL DR SUITE 102,GLEN BURNIE,MD,21061,,(410) 760-8100,97,3,0,98,89,8,3,93,88,11,1,95,82,16,2,93,,1137,310,27,07/01/2023,06/30/2024
21C0001477,WESTMINSTER SURGERY CENTER,826 WASHINGTON RD STE 131,WESTMINSTER,MD,21157,,(410) 871-9440,98,2,0,99,94,5,1,96,94,6,0,97,91,9,0,97,,671,246,37,07/01/2023,06/30/2024
21C0001491,MAPLE LAWN SURGERY CENTER,7625 MAPLE LAWN BLVD STE. 110,FULTON,MD,20759,,(301) 490-5025,98,2,0,99,92,6,2,95,90,8,2,95,86,13,1,95,,1176,344,29,07/01/2023,06/30/2024
21C0001494,SURGCENTER OF SOUTHERN MARYLAND,9001 WOODYARD RD SUITE B,CLINTON,MD,20735,,(301) 868-4950,,,,,,,,,,,,,,,,,4,,,,,
21C0001496,SUMMIT AMBULATORY SURGICAL CENTER LLC,"201 PLUMTREE RD.,  # 200",BEL AIR,MD,21015,,(410) 803-0089,97,3,0,98,91,8,1,95,87,10,3,94,84,15,1,94,,1177,283,24,07/01/2023,06/30/2024
21C0001498,TIMONIUM SURGERY CENTER LLC,"1954 GREENSPRING DR, LL18",TIMONIUM,MD,21093,,(410) 560-3301,96,4,0,98,93,5,2,96,89,10,1,95,86,12,2,95,,788,262,33,07/01/2023,06/30/2024
21C0001502,PRINCE FREDERICK SURGERY CENTER LLC,70 SHERRY LANE SUITE 101,PRINCE FREDERICK,MD,20678,,(443) 486-4230,98,2,0,99,92,7,1,95,88,11,1,95,88,11,1,96,,927,271,29,07/01/2023,06/30/2024
21C0001508,PICCARD SURGERY CENTER LLC,1330 PICCARD DR STE 102,ROCKVILLE,MD,20850,,(301) 208-7350,97,3,0,99,89,9,2,94,86,12,2,94,86,12,2,94,,1007,269,27,07/01/2023,06/30/2024
21C0001511,DEER POINTE SURGICAL CENTER LLC,6503 DEER POINTE DR SUITE A,SALISBURY,MD,21804,,(410) 341-9002,,,,,,,,,,,,,,,,,4,,,,,
21C0001514,BETHESDA CHEVY CHASE SURGERY CENTER LLC DBA BETHESDA CHEVY CHASE SURGERY CENTER,6931 ARLINGTON RD SUITE E,BETHESDA,MD,20814,,(301) 968-3184,,,,,,,,,,,,,,,,,4,,,,,
21C0001524,LEONARDTOWN SURGERY CENTER LLC,"40900 MERCHANTS LANE, SUITE 200",LEONARDTOWN,MD,20650,,(301) 690-2203,98,2,0,99,94,6,0,97,92,7,1,96,89,9,2,95,,855,245,29,07/01/2023,06/30/2024
21C0001525,HAGERSTOWN SURGERY CENTER LLC,11236 ROBINWOOD DR SUITE 201,HAGERSTOWN,MD,21742,,(240) 347-4836,98,2,0,99,91,7,2,95,89,9,2,95,87,11,2,95,,881,280,32,07/01/2023,06/30/2024
21C0001531,SURGCENTER OF SILVER SPRING LLC,8710 CAMERON ST STE 100,SILVER SPRING,MD,20910,,(301) 326-2921,97,3,0,98,89,10,1,94,80,16,4,93,76,21,3,90,,708,132,19,07/01/2023,06/30/2024
21C0001538,ADVANCED SURGERY CENTER OF BETHESDA LLC,6430 ROCKLEDGE DR SUITE 160,BETHESDA,MD,20817,,(301) 312-6144,96,3,1,98,87,11,2,93,74,18,8,90,61,33,6,85,3,439,86,20,07/01/2023,06/30/2024
21C0001539,GAITHERSBURG AMBULATORY SURGERY CENTER,655 WATKINS MILL RD,GAITHERSBURG,MD,20879,,(301) 816-6812,99,1,0,99,95,4,1,97,92,7,1,96,88,10,2,95,,2689,886,33,07/01/2023,06/30/2024
21C0001551,MONOCACY SURGERY CENTER LLC,4991 NEW DESIGN RD SUITE 103,FREDERICK,MD,21703,,(301) 363-5858,98,2,0,99,92,7,1,95,91,8,1,96,86,13,1,94,,837,231,28,07/01/2023,06/30/2024
21C0001556,KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1221 MERCANTILE LANE,LARGO,MD,20774,,(301) 618-5500,98,2,0,99,95,4,1,97,90,8,2,95,83,14,3,93,,2791,849,30,07/01/2023,06/30/2024
21C0001560,SOUTH BALTIMORE COUNTY ASC LBN KAISER FOUNDATION HEALTH PLAN OF THE MID-ATLANTIC STATES INC,1701 TWIN SPRINGS RD,HALETHORPE,MD,21227,,(301) 816-2424,97,3,0,98,94,5,1,97,92,8,0,97,87,10,3,94,,2358,686,29,07/01/2023,06/30/2024
21C0001562,SURGICAL SPECIALTY CENTER OF MID ATLANTIC LLC,6430 ROCKLEDGE DR. SUITE 110,BETHESDA,MD,20817,,(240) 630-8241,96,3,1,98,89,9,2,94,83,12,5,93,83,13,4,92,,1218,356,29,07/01/2023,06/30/2024
21C0001566,POTOMAC VIEW SURGERY CENTER LLC,6710 OXON HILL RD SUITE 150,OXON HILL,MD,20745,,(240) 766-2734,92,6,2,95,88,9,3,92,83,10,7,91,66,28,6,85,,530,102,19,07/01/2023,06/30/2024
21C0001568,POINT OF ROCKS SURGERY CENTER LLC,1901 LOCKHOUSE DR,POINT OF ROCKS,MD,21777,,(301) 874-2211,100,0,0,100,92,7,1,96,86,11,3,95,85,15,0,95,,426,119,28,07/01/2023,06/30/2024
21C0001575,SURGCENTER OF THE POTOMAC LLC,6508 ROCK SPRING DR STE 100,BETHESDA,MD,20817,,(240) 783-0282,97,3,0,98,92,7,1,95,84,14,2,93,82,18,0,94,3,531,91,17,07/01/2023,06/30/2024
21C0001580,SUMMIT AMBULATORY SURGICAL CENTER LLC,"7704 MATAPEAKE BUSINESS DRIVE, # 300",BRANDYWINE,MD,20613,,(301) 645-8838,97,3,0,98,92,6,2,95,89,9,2,95,82,16,2,93,,1173,227,20,07/01/2023,06/30/2024
21C0001581,HARBOR HEIGHTS SURGERY CENTER,6710 OXON HILL RD SUITE 500,OXON HILL,MD,20745,,(240) 493-7533,98,2,0,99,93,5,2,96,85,12,3,93,82,15,3,93,,748,202,27,07/01/2023,06/30/2024
21C0001583,GLEN ECHO SURGERY CENTER,5550 FRIENDSHIP BLVD SUITE 100,CHEVY CHASE,MD,20815,,(240) 534-2972,95,4,1,97,88,10,2,93,79,14,7,90,74,18,8,87,,875,179,20,07/01/2023,06/30/2024
21C0001587,SUMMIT AMBULATORY SURGICAL CENTER LLC,"7580 BUCKINGHAM BLVD, SUITE 100",HANOVER,MD,21076,,(443) 738-8124,97,3,0,98,93,6,1,96,90,8,2,95,83,15,2,93,,1125,247,22,07/01/2023,06/30/2024
21C0001590,DIALYSIS ACCESS SERVICES LLC,1666 SULPHUR SPRINGS RD,BALTIMORE,MD,21227,,(410) 536-5400,97,2,1,98,92,6,2,95,88,10,2,95,82,14,4,92,,668,112,17,07/01/2023,06/30/2024
21C0001591,JOHNS HOPKINS SURGERY CENTERS SERIES DBA KNOLL NORTH SURGERY CENTER,5450 KNOLL NORTH DR STE 301,COLUMBIA,MD,21045,,(443) 546-1750,,,,,,,,,,,,,,,,,4,,,,,
21C0001594,DIALYSIS ACCESS SERVICES LLC,2405 YORK RD SUITE 100,TIMONIUM,MD,21093,,(410) 536-5400,,,,,,,,,,,,,,,,,4,,,,,
21C0001611,SUMMIT AMBULATORY SURGICAL CENTER,19851 OBSERVATION DRIVE SUITE 455,GERMANTOWN,MD,20876,,(000) 000-0000,97,3,0,98,88,10,2,93,89,8,3,94,85,14,1,95,,987,195,20,07/01/2023,06/30/2024
21C0001618,JOHNS HOPKINS SURGERY CENTER SERIES,10803 FALLS RD SUITE 3100,LUTHERVILLE,MD,21093,,(443) 442-2700,,,,,,,,,,,,,,,,,4,,,,,
21C0001620,DELMARVA ENDOSCOPY CENTER LLC,11103 CARTHAGE RD,BERLIN,MD,21811,,(410) 847-7900,,,,,,,,,,,,,,,,,4,,,,,
21C0001632,SUMMIT AMBULATORY SURGICAL CENTER LLC,810 BESTGATE ROAD SUITE 200,ANNAPOLIS,MD,21401,,(000) 000-0000,98,2,0,99,89,9,2,94,94,5,1,96,87,11,2,95,,1113,221,20,07/01/2023,06/30/2024
21C0001636,NSPC SURGERY CENTER OF MARYLAND,6710 OXON HILL ROAD SUITE 550B,OXON HILL,MD,21031,,(000) 000-0000,97,3,0,98,88,9,3,92,84,11,5,93,81,12,7,91,,1456,358,25,07/01/2023,06/30/2024
21C0001650,JOHNS HOPKINS SURGERY CENTERS SERIES,5759 CEDAR LANE,COLUMBIA,MD,21044,,(443) 718-3738,,,,,,,,,,,,,,,,,4,,,,,
